canonical_chain_id,canonical_chain_name,latest_paper_ready_year,final_risk_score,any_support,risk_bearing_ge2,material_risk_ge3,direct_funded_eq4,final_forms,providers,purposes,evidence_quote
U_ef95d94b,HCA Franchise Corporation,2017,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer, direct or indirect financing || We do not receive any consideration for placing financing with a lender, although we reserve the right to do so || We do not guarantee your note, lease Or obligation"
U_dcfa263d,"HCAC Franchise, Inc",2017,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We will not guarantee your note, lease, or other obligation."
U_663ff05e,HCAFranchise Corporation,2016,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
U_613b99d0,"HCAFranchise Corporation, d/b/a Home Care Assistance",2015,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing || We do not guarantee your note, lease or obligation"
U_03e6c417,HCK Hot Chicken,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing to you. || We do not guarantee your note, lease, or other obligation."
U_62f1c47f,HCK Hot Chicken,2024,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing to you. || We do not guarantee your note, lease, or other obligation."
U_a4dbafb3,HCM INDUSTRIES INC,2022,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We, or our affiliates, do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
U_05fd96fd,"HDOS Franchising, LLC",2021,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We and our affiliates do not offer direct or indirect financing. || Neither we nor our affiliate will guarantee your note, lease, or obligation."
S5545,Health Atlast,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee any note, lease, or obligation on your behalf."
S0795,Health Mart,2025,4,1,1,1,1,affiliate_direct_loan,affiliate,inventory | equipment | other | store_acquisition,"When McKesson is requested to provide financing: For loan terms, you will sign the financing documents that are similar to the form attached to this Disclosure Document as Exhibit E, which include a security agreement, personal guaranty (if you are a business entity) and promissory note. || Except as we disclose in the table above, neither we, our Parent, nor any of our Affiliates offer direct or indirect financing, nor do we, our Parent, or our Affiliates guarantee your notes, leases, or other obligations."
S0796,HealthSource Chiropractic,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing to franchisees in the normal course. || We do not guaranty your note, lease or obligations."
S7893,Hear Again America,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
S8259,Heart to Home Meals,2026,2,1,1,0,0,seller_inventory_or_equipment_credit,franchisor | affiliate,inventory,"Except as stated below, we do not offer direct or indirect financing. We do not guarantee your note, lease, or obligation. || We secure your obligation to pay for Products with a Security Agreement in which you grant to us a first priority purchase money security interest in the Products you purchase from us or our supplier affiliate || Any deferred payment arrangement will terminate, and all amounts owed to us under the Security Agreement will be immediately due and payable."
S7771,Heating + Air Paramedics,2026,2,1,1,0,0,initial_fee_installment,franchisor,fee,"We may offer financing of up to the full amount of the Initial Franchise Fee as disclosed in Item 5 to prospects who meet our qualifications, including creditworthiness. || If you qualify and accept financing from us, you must sign the Promissory Note attached as Exhibit 8 to the Franchise Agreement. || We may sell, assign or discount the Promissory Note. If we do assign the Promissory Note we will not remain primarily obligated under the Note."
U_47792079,"Heaven Sent One, LLC",2014,0,0,0,0,0,no_financing_involvement,none,not_applicable,"Neither we nor any agent or affiliate offers direct or indirect financing to you, guarantees any of your notes, leases or obligations, or has any practice or intent to sell, assign or discount to a 3""* party all or part of any of your financing arrangements || We do not receive direct or indirect payments for placing financing"
S5288,Heaven's Best Carpet Cleaning,2026,2,1,1,0,0,seller_fee_financing,franchisor,fee,"We may offer financing of up to $16,000 (approximately 38%) of your first Initial Franchise Fee ($20,000 or $25,900 down, depending on whether you purchase the Schedule A or Schedule B initial equipment and inventory package, we finance up to the remaining $16,000) at a 6% interest rate, compounded monthly, over 60 months. || Commercial paper from franchisees has not been and is not sold or assigned to anyone, and we have no plans to do so."
U_3e3612a1,Heavyweight Waste,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligations."
U_d2e8736e,Hechalou International LLC,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not provide any form of direct or indirect financing. Furthermore, we do not offer any guarantees for your note, lease, or any other obligations."
S8128,Heights Wellness Retreat,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or other obligation."
S5872,Hello Garage,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer any direct or indirect financing. || We do not guarantee your note, lease or obligation, nor do we receive payment or other consideration for the placing of financing."
U_eb8fca51,Hello Sugar,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee any note, lease, or obligation on your behalf."
U_58011614,Help-U-Sell,2026,4,1,1,1,1,discretionary_financial_assistance_instrument_unspecified,franchisor | affiliate,other,"We may offer direct financing. || However, we do not guarantee your notes, leases or other obligations. || Franchisor, its subsidiaries, affiliates; parent will comply with all appropriate laws governing any direct financing offered by us to you including."
S3930,Help-U-Sell Real Estate,2023,2,1,1,0,0,discretionary_financial_assistance_instrument_unspecified | seller_fee_financing,franchisor | franchisor | affiliate,fee | other,"We may offer direct financing. However, we do not guarantee your notes, leases or other obligations. || Franchisor, its subsidiaries, affiliates; parent will comply with all appropriate laws governing any direct financing offered by us to you including, if applicable, the California Finance Lenders Law."
U_402a25e6,Help-U-Sell Real Estate,2026,2,1,1,0,0,discretionary_financial_assistance_instrument_unspecified,franchisor,other,"We may offer direct financing. However, we do not guarantee your notes, leases or other obligations."
U_e48cfd08,HELPFUL HEROES,2026,2,1,1,0,0,initial_fee_installment,franchisor,fee,"we may offer you financing for a portion of the Initial Franchise Fee if you meet our qualifications. || you may do so through a promissory note (the “Note”) || Other than described above, we will not guarantee any notes, leases or obligations."
U_832a6e81,"Helping Hands Franchising, LLC",2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or other obligation."
U_0e32e20e,"Her Life Magazine, LLC",2015,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing || We do not guarantee your note, lease or any other obligation"
U_2c73c93f,"HERLIFE Magazine, LLC",2024,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or any other obligation."
S7534,Heroes Lawn Care,2026,2,1,1,0,0,additional_territory_financing,franchisor,fee,"We may, in limited circumstances and at our option, but under no circumstances are we obligated to, finance a portion of your Territory Fee || you must sign a Secured Promissory Note and General Security Agreement substantially in the form of Exhibit J to the Franchise Agreement. || Currently, we have no practice or intent of selling, assigning, or discounting to a third party any note, contract or other instrument that you execute, although we reserve the right to do so."
S0798,Hertz,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We will not guarantee your note, lease, or obligations."
S6669,Heyday,2023,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation."
U_f0913d93,"HHC Franchising, LLC",2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
U_ac143a65,"HHCI, LLC",2016,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing || We do not guarantee your note, lease or obligation"
S7129,HHO Carbon Clean Systems,2025,4,1,1,1,1,affiliate_direct_loan,affiliate,equipment,"we or our affiliates may offer direct financing to you for your purchase of certain equipment || our affiliate HHO Carbon Clean Systems, LLC is the only potential lender for this financing || Direct Financing – Equipment || Source of Financing HHO Carbon Clean Systems, LLC || Upon any sales or assignment, we will not remain primarily obligated to provide the financial goods or services."
U_07c024c4,Hi-5 ABA,2026,4,1,1,1,1,initial_fee_installment | accounts_receivable_working_capital_loan | deferred_royalties_or_required_payments,franchisor | affiliate,fee | working_capital | other,"we offer two options in which a franchisee may pay a lower initial franchise fee (which is either $2,500 or $12,000) when the Franchise Agreement is signed, and also pay 5% of your Gross Revenues per month until the time these monthly payments to us equal a total of $60,000. || our affiliate, Hi-5 Processing, is the designated Billing Vendor and you must use Hi-5 Processing for Central Billing services. In connection with providing Central Billing services, Hi-5 Processing may advance funds to help franchisees meet their obligations and expenses. || The types of costs and expenses for which Hi-5 Processing will provide advances currently include: payroll and wages paid to employees and contractors and working capital. || Hi-5 Processing’s current policy is to advance up to $50,000 as needed for a franchisee’s expenses secured against qualified Claims on a loan-to-value ratio of 75% || we may also participate in providing the franchisee with advances by authorizing a deferral of the Royalties that are otherwise due and payable to us. || Hi-5 Processing does not presently intend to sell, assign or discount rights under the Hi-5 Processing Agreement to any third party, but it reserves the right to do so in the future."
S2990,Hi-Five Sports,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer any direct or indirect financing. || We do not guaranty your note, lease or obligation."
S3319,HICCUPS,2018,3,1,1,1,0,seller_store_purchase_financing | lease_guarantee,franchisor | affiliate,store_acquisition | lease_site,"At our option, we, or our affiliates, may finance up to 40% of the purchase price of an existing Company-owned Restaurant only, if you meet certain credit and other requirements || We may, but have no plans to, assign or discount the Note to third parties || If you acquire a Company-owned Restaurant, we may require you to sublease the Restaurant premises from us. If so, you will need to sign and deliver to us a sublease in which you will become liable for all obligations under the underlying lease agreement our affiliate has with the landlord || Except as described above (a) neither we nor any affiliate offers direct or indirect financing to you, and (b) we do not guarantee any note, lease or other obligation of yours"
S0799,Hickory River Smokehouse,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer, either directly or indirectly, any financing to you. || Neither we nor our affiliates receive payment or other consideration for the placing of financing. || We do not guarantee your notes, leases or other obligations."
S5187,High Touch-High Tech,2022,2,1,1,0,0,initial_fee_installment,franchisor,fee,"we may offer to finance up to 40% of your initial franchise fee || The total amount financed is repayable to us over 48 months with interest at 4% per annum. || We do not intend to sell, assign or discount to a third party all or any part of a financing arrangement we provide to you."
U_ec4ab2c6,Hike Doggie (Unit),2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligations."
U_0ecdc13d,"Hillstar Health, LLC",2017,0,0,0,0,0,no_financing_involvement,none,not_applicable,"Neither we nor any agent, parent or affiliate offers direct or indirect financing to you or guarantees any note, lease or obligation of yours"
S0802,Hilton Garden Inn,2026,4,1,1,1,1,initial_fee_installment | development_incentive_or_key_money | discretionary_mezzanine_loan_or_guarantee,franchisor,fee | construction_conversion | other,"we may occasionally allow payment of the Franchise Application Fee in installments over a limited time period before the start of construction work on the hotel. || An Incentive is a financial contribution that we make to assist with the development or conversion of your Hotel. || The Incentive will be disbursed to you within 30 days after the Hotel opens with our consent || An Incentive is not a loan, it is a contingent liability. || However, in unique or rare circumstances we may choose to offer other types of financing such as, for example, a mezzanine loan or a guaranty of your note, lease, or other obligations."
S3087,Hilton Hotels & Resorts,2026,4,1,1,1,1,initial_fee_installment | development_incentive_or_forgivable_loan | discretionary_mezzanine_loan_or_guarantee,franchisor,fee | construction_conversion | other,"may occasionally allow payment of the Franchise Application Fee in installments over a limited time period before the start of construction work on the hotel || An Incentive is a financial contribution that we make to assist with the development or conversion of your Hotel. || An Incentive does not have to be repaid, unless the franchise terminates before the end of the Term or a transfer occurs as described below. || However, in unique or rare circumstances we may choose to offer other types of financing such as, for example, a mezzanine loan or a guaranty of your note, lease, or other obligations."
S5257,HireQuest Direct,2025,4,1,1,1,1,affiliate_direct_loan,affiliate,fee | equipment | working_capital | construction_conversion | store_acquisition | other,"Our affiliate HQ Financial Corporation offers limited financing to qualified franchisees, generally in amounts up to $25,000 for the purpose of financing your operation. || These Loans may also be used to fund part of the initial franchise fee, required deposits, fixed assets and/or the first months of operations in which you will likely have more expenses than revenues. || We presently do not sell or assign franchisee loans to others, nor have we done so in the past. || We do not guarantee any obligations you may make to others."
U_d67a38c5,Hiromaru PC Inc,2014,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing || We do not guarantee your note, lease or obligation"
U_7aeedd4f,"Hissho International, LLC",2026,4,1,1,1,1,direct_loan | seller_inventory_or_equipment_credit | franchisor_lease_payment_guarantee,franchisor | affiliate,inventory | equipment | lease_site | other,"In our discretion, we may provide a loan advance (“Loan Advance”) for up to three months after you have commenced operations of your Food Retail Unit. || On occasion, if payments are late from the Retail Host, we may forward some or all of your estimated Franchise Commissions until such time we receive funds from the Retail Host. || we may finance the payment of part of your initial food inventory ... purchase from our affiliate, Lwin, for up to six months in varying amounts, but no greater than $25,000 || We may permit you to pay part of your initial equipment and small wares cost to us, or our affiliate ... but not in an amount greater than $25,000. || It is not our practice or intent to sell, assign or discount to third-parties all or part of financed or deferred amounts, although the form of Promissory Note ... is a negotiable instrument."
U_d13cfc81,Hissho Sushi,2022,4,1,1,1,1,direct_loan | accounts_receivable_working_capital_loan | seller_inventory_or_equipment_credit | direct_loan | seller_inventory_or_equipment_credit,franchisor | affiliate,inventory | equipment | accounts_receivable | other | inventory | equipment | other,"In our discretion we may provide a loan advance (“Loan Advance”) for up to three months after you have commenced operations of your Food Retail Unit. || We may finance the payment of part of your initial food inventory (See Item 7) purchase from our affiliate, Lwin Family Co for up to six months in varying amounts, but no greater than $25,000, per Food Retail Unit. || We may permit you to pay part of your initial equipment and small wares cost to us or our affiliate (See Item 6 and 7) up to six months after you commence operating your Franchised Business, but not in an amount greater than $25,000. || Lwin may extend credit to you on a month to month basis for the purchase of food, inventory, supplies or items of equipment as part of your ongoing operations under the terms of your franchise agreement, and may not create a Promissory Note. || On occasion, if payments are late from the Retail Host we may forward some or all of your estimated Franchise Commissions until such time we receive funds from the Retail Host. || It is not our practice or intent to sell, assign or discount to third parties all or part of financed or deferred amounts, although the form of Promissory Note is a negotiable instrument."
S7133,Hite Digital,2022,0,0,0,0,0,no_financing_involvement,none,not_applicable,We do not offer direct or indirect financing. || We do not guarantee your lease or other obligations.
U_48baac22,HKC Concepts Inc,2018,1,1,0,0,0,lender_referral | lender_referral_compensation,third_party,other,"We will not guaranty your note, lease or other obligations. || we may provide information regarding third party options. If you choose to utilize any of the lenders we introduce, we may receive a fee for our role in the process."
U_36a12a75,"HM Services, LLC",2017,2,1,1,0,0,initial_fee_installment | sba_access_facilitation,franchisor | third_party,fee | other,"Franchisor may offer financing of the initial franchise fee in certain limited situations || Franchisor may sell, assign or discount your Secured Promissory Note to a third party || Franchisor does not guarantee your note, lease, or obligation || Franchisor can assist you in applying for SBA guaranteed financing"
U_10b871bb,HNJ Franchise Inc,2018,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing, and we do not guarantee your notes, leases, or other obligations."
U_f8cd4dd7,"HOA Franchising, LLC",2015,0,0,0,0,0,no_financing_involvement,none,not_applicable,"Neither we nor our affiliates offer you any direct or indirect financing arrangements || Neither we nor our affiliates guaranty any notes, leases, or other obligations you make"
U_156332cf,"Hobby Town Unlimited, Inc",2016,0,0,0,0,0,no_financing_involvement,none,not_applicable,"The Company does not offer direct or indirect financing. || The Company does not guarantee Your bank note, lease or any other obligation."
S0804,HobbyTown/HobbyTown USA,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"The Company does not offer direct or indirect financing. || The Company does not guarantee Your bank note, lease or any other obligation."
U_cf43454b,"Hofmann Hots, LLC",2014,0,0,0,0,0,no_financing_involvement,none,not_applicable,"HH does not offer direct or indirect financing HH does not guarantee your note, lease or obligation"
U_f49e356a,"HOGS Franchising, LLC",2014,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We and our affiliates do not offer direct or indirect financing arrangements for any purpose in establishing or operating your Franchise || We and our affiliates do not guarantee your promissory note, lease, or any other obligation you may make to others"
U_da22aa6f,"Hokulia Franchising, Inc",2017,0,0,0,0,0,no_financing_involvement,none,not_applicable,"Neither we nor any agent or affiliate offers direct or indirect financing to you, guarantees any note, lease or obligation of yours, or has any practice or intent to sell, assign or discount to a third party all or any part of any financing arrangement of yours"
U_a12a3079,"Holding IP Franchise USA, LLC",2019,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligationsobligation."
U_c91f65e9,Hole in the Wall,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligations."
S0806,Holiday Inn,2026,4,1,1,1,1,direct_loan | loan_guarantee,franchisor | affiliate,other,"Holiday does not offer any formal program for direct or indirect financing. || Holiday, SCH or its affiliate General Innkeeping Acceptance Corporation (“GIAC”) may furnish loans or guaranties to licensees."
S2794,Holiday Inn Express/Holiday Inn Express & Suites,2026,4,1,1,1,1,direct_loan | loan_guarantee,franchisor | affiliate,other,"Holiday does not offer any formal program for direct or indirect financing. || Holiday, SCH or its affiliate, General Innkeeping Acceptance Corporation (“GIAC”), may furnish loans or guaranties to licensees. || It is your responsibility alone to obtain adequate financing for all expenses related to the development, opening and operation of the Hotel."
U_dc09885f,HOLIDAY LIGHTING HEROES LAWN DOCTOR,2025,4,1,1,1,1,affiliate_equipment_lease,franchisor,equipment,"The Turf Tamer Stand-On Applicator Lease requires you to pay a nonrefundable deposit of $3,350 as part of the initial franchise fee and provides for a monthly payment of $335.40, plus sales tax, to LDI over an 84-month period. || Under the Equipment Leases, LDI retains title to the equipment || Except as provided above, LDI does not offer direct or indirect financing. LDI does not guarantee your note, lease, or obligation."
U_d4a9fffa,"Holiday Park Partners, LLC",2015,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer, either directly or indirectly, any financing arrangements to you || We do not guarantee your notes, leases or other obligations"
U_ab869252,Holt Computer Training,2022,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee any note, lease, or obligation on your behalf."
S0812,Home 2 Suites by Hilton,2026,4,1,1,1,1,initial_fee_installment | development_incentive_or_forgivable_loan | discretionary_mezzanine_loan_or_guarantee,franchisor,fee | construction_conversion | other,"may occasionally allow payment of the Franchise Application Fee in installments over a limited time period before the start of construction work on the hotel || An Incentive is a financial contribution that we make to assist with the development or conversion of your Hotel. || An Incentive does not have to be repaid, unless the franchise terminates before the end of the Term or a transfer occurs || An Incentive is not a loan, it is a contingent liability. || in unique or rare circumstances we may choose to offer other types of financing such as, for example, a mezzanine loan or a guaranty of your note, lease, or other obligations"
S3943,Home Care for the 21st Century,2023,0,0,0,0,0,no_financing_involvement,none,not_applicable,We do not offer direct or indirect financing. We do not guarantee your obligations to third parties.
S3593,Home Clean Heroes,2023,4,1,1,1,1,direct_loan | third_party_financing_arrangement_assistance,franchisor | affiliate | third_party,working_capital | other,"We and/or one of our affiliates may, in our or their sole discretion, finance a portion of your initial investment or operating capital. || Financing must typically be repaid over 1-3 years through monthly payments that would vary depending on the amount financed (Example: $14,750 financed for 3 years at 12% the monthly payment would be $484.06), but we may require other repayment terms such as the submission of daily credit card receipts. || We and/or our affiliates reserve the right to sell, assign or discount any note or other obligation arising out of the Franchise Agreement to a third party."
S0809,Home Cleaning Centers of America,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
S8077,Home Halo,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or other obligation."
U_37cdd335,HOME HELPERS FRANCHISE AGREEMENT,2024,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. We do not guarantee your note, lease, or obligation."
S0810,Home Helpers Home Care,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. We do not guarantee your note, lease, or obligation."
S0811,Home Instead Senior Care,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing, excluding any current pilot programs. || We do not guarantee your note, lease or obligation."
S8319,Home Matters Caregiving UNIT,2026,1,1,0,0,0,lender_referral,third_party,other,"We do not offer direct or indirect financing to our unit franchisees. || We do not guarantee your note, lease or any other obligation. || We do, however, provide contact information for lenders of SBA loans or other financing products that are familiar with Home Matters and who can assist with applying for third party financing"
S8528,HomeCare Advocacy Network,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. We do not guarantee your note, lease or other obligation."
S8245,HomeField onsite Environmental,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation."
U_71d850ef,"Homegrown Smoker Franchise, LLC",2023,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We will not guarantee any note, lease, or other obligation."
U_4b2fc5cc,HOMELIFE,2025,2,1,1,0,0,initial_fee_installment,franchisor,fee,"Under some circumstances we may permit a franchisee to pay the initial franchise fee over a period of time not exceeding 6 months, by way of monthly, bi-monthly or quarterly installments. || If we finance a portion of the initial franchise fee, you will sign a promissory note substantially in the form contained in Exhibit C. || We do not intend, but are not prohibited from, selling or assigning the Initial Franchise Fee Promissory Note to a third party."
S3519,HomeSmart International,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation."
S6285,HomeSmiles,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or other obligation."
S8346,HOMEstretch,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We will not guarantee your note, lease, or other obligations."
U_d4a86b66,"HomeTask, Inc",2018,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer financing. || We do not guarantee your note, lease, or obligation."
S0814,HomeTeam Inspection Service,2026,2,1,1,0,0,initial_fee_installment | sba_access_facilitation | financing_application_assistance | seller_fee_financing | sba_access_facilitation | financing_application_assistance,franchisor | third_party,fee | other,"Under rare circumstances, we will finance up to 50% of the initial franchise fee upon the terms described below. || When you sign the franchise agreement, you must sign a promissory note for the amount we will finance (a sample of the promissory note is attached to the franchise disclosure document as Exhibit E) and pay the balance of the initial franchise fee. || In order to streamline the Small Business Association’s (“SBA’s”) approval process for our franchisees that seek SBA financing, we will enter into the SBA’s prescribed form of universal addendum. HomeTeam may also assist you in applying for and obtaining funding from other sources we have relationships with. || Commercial paper from franchisees has not been and is not sold or assigned to anyone, and we have no plans to do so. We do not guarantee your obligations to third parties."
S6329,HomeTowne Studios by Red Roof,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing to franchisees. We will not guarantee your note, lease, or other obligation."
U_8ddf97fb,"HOMETOWNE STUDIOS BY RED ROOF HOME TOWN INN, HOMETOWNE INN HomeTowne Studios & Suites",2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing to franchisees. We will not guarantee your note, lease, or other obligation."
U_64bc73bf,HomeVestors,2026,4,1,1,1,1,affiliate_direct_loan,affiliate,construction_conversion | other,"Silver Hill is an affiliate of ours and is an approved supplier of interim and permanent financing loans. || The current terms of financing (see Exhibit G for sample financing documents) offered by our affiliates are as follows || It is not our practice or intent to sell, assign or discount to a third party all or part of the financing arrangement. || We do not guarantee any notes, leases or obligations."
S0817,Homewatch CareGivers,2026,2,1,1,0,0,initial_fee_installment,franchisor,fee,"In our discretion, we may permit you to finance up to 75% of the Franchise Fee and any applicable Additional Seniors Fee rather than paying the entire amount in a lump sum when you sign the Franchise Agreement. || If financed, the balance of the Franchise Fee and any applicable Additional Seniors Fee can be paid in up to 36 monthly installments of principal and interest at an interest rate of 12% per annum beginning on the first of the month following the first full month after you sign your Franchise Agreement. || We may sell, assign or discount the Promissory Note to a third party. || Except as described above, we do not offer direct or indirect financing to franchisees. We will not guarantee your Promissory Note, lease, or other obligation."
S0815,HomeWell Senior Care,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We will not guarantee your note, lease, or obligation."
S0818,Homewood Suites by Hilton,2026,4,1,1,1,1,initial_fee_installment | development_incentive_or_forgivable_loan | discretionary_mezzanine_loan_or_guarantee,franchisor,fee | construction_conversion | other,"We may, in our sole discretion, offer incentives for new hotels (“Incentives”). An Incentive is a financial contribution that we make to assist with the development or conversion of your Hotel. || An Incentive is not a loan, it is a contingent liability. If your franchise terminates before the end of the Term you must pay us the then-current repayable amount of the Incentive. || We may occasionally allow payment of the Franchise Application Fee in installments over a limited time period before the start of construction work on your Hotel. || However, in unique or rare circumstances we may choose to offer other types of financing such as, for example, a mezzanine loan or a guaranty of your note, lease, or other obligations."
S2850,"Hommati Franchise Network, Inc",2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing to you. || We do not guarantee your note, lease or obligation."
S2835,Honest,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
U_53861851,Honest,2024,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
U_92a8a99b,Honest 1,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation."
S3272,Honest Abe Roofing,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. We do not guarantee your note, lease, or obligation."
S8666,Honest Art,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee any note, lease, or obligation on your behalf."
U_b4fe62b5,Honest Hospitality Group LLC,2018,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
S0819,HONEST1 AUTO CARE,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation."
S2321,Honor Yoga,2018,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer either direct or indirect financing. || We do not guarantee your note, lease or other obligation."
S0773,Hoodz,2026,2,1,1,0,0,initial_fee_installment | sba_access_facilitation | third_party_lender_introduction | seller_fee_financing | sba_access_facilitation | lender_referral,franchisor | third_party,fee | other,"If we grant you the right to open and operate a HOODZ Business for a Standard Territory, we may offer you financing for a portion of the Initial Franchise Fee if you meet our qualifications. || If you would like to finance a portion of the Initial Franchise Fee, and you meet our credit standards, you may do so through a promissory note (the “Note”)... || We provide certain information and assist in facilitating SBA loans including 7(a) and 504 loans. || Other than described above, we will not guarantee any notes, leases or obligation."
S4144,Hook & Reel,2018,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer either directly or indirectly, any direct or indirect financing arrangements to you. || We do not guarantee your notes, leases or other note, lease or obligations."
U_a807d08e,Hooters,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. We do not guaranty your note, lease, or obligation."
S5968,"Hoots Franchising, LLC",2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. We do not guaranty your note, lease, or obligation."
S6870,Hoppin,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,We do not offer direct or indirect financing. || We do not guarantee your lease note or obligation.
U_b969dd55,Hopscotch Franchising USA Inc,2017,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer, either directly or indirectly, any financing arrangements to you || We do not guarantee your notes, leases or other obligations"
