canonical_chain_id,canonical_chain_name,from_year,to_year,from_score,to_score,score_change,change_type,from_forms,to_forms,from_providers,to_providers,from_evidence_quote,to_evidence_quote
S7502,JETSET Pilates,2022,2023,0,1,1,0 → support,no_financing_involvement,formal_third_party_financing_program,none,third_party,"We do not offer direct or indirect financing. We do not guarantee any of your notes, leases or obligations.","We offer indirect financing through the third-party provider for certain amounts due for the Equipment Package under the Franchise Agreement. || We do not offer direct financing and do not guarantee any of your notes, leases or obligations."
S7502,JETSET Pilates,2023,2024,1,0,-1,support → 0,formal_third_party_financing_program,no_financing_involvement,third_party,none,"We offer indirect financing through the third-party provider for certain amounts due for the Equipment Package under the Franchise Agreement. || We do not offer direct financing and do not guarantee any of your notes, leases or obligations.","We do not offer direct or indirect financing and do not guarantee any of your notes, leases or obligations."
S0919,Junk King,2024,2025,4,2,-2,other decrease,formal_third_party_financing_program | seller_fee_financing | promissory_note | direct_loan | lender_referral | seller_fee_financing | direct_loan | discretionary_financial_assistance_instrument_unspecified | seller_fee_financing | direct_loan | formal_third_party_financing_program | seller_fee_financing | direct_loan | lender_referral,seller_fee_financing | formal_third_party_financing_program | lender_referral_compensation | seller_fee_financing | third_party_financing_arrangement_assistance | seller_fee_financing | third_party_lender_introduction,franchisor | third_party,franchisor | third_party,"we may agree to finance a portion of the initial franchise fee for qualified prospective franchisees under specified terms and conditions. || All financing advanced to you, including any financing for your initial franchise fee, must not be more than 50% of the total equity, debt and other financial support of your business. || The financing described in this Item 10 is provided by us, JUNK KING SPV LLC. || We may sell, assign or discount any promissory note or other obligation arising out of the franchise agreement to a third party. || we may, in our sole discretion, refer you to a third party lender for financing.","We may agree to finance a portion of the initial franchise fee for qualified prospective franchisees under specified terms and conditions. || The financing described in this Item 10 is provided by us, JUNK KING SPV LLC. || We may sell, assign or discount any promissory note or other obligation arising out of the franchise agreement to a third party. || We may periodically agree with third party lenders to make financing available to our qualified franchisees and we may, in our sole discretion, refer you to a third party lender for financing. || We do not guarantee your obligations to third parties."
S2855,Keller Williams (Market Center),2025,2026,0,4,4,0 → support,no_financing_involvement,direct_loan,none,franchisor,"We do not offer direct or indirect financing. We do not guarantee any of your notes, leases or obligations.","Our Market Center Lending Program permits approved franchisees or individual principals to borrow funds from us for Market Center working capital needs, growth and expansion purposes, and/or to acquire ownership interests in a Market Center (and not for personal, family, or household purposes). || Our Capper Capital Lending Program permits approved franchisees to borrow funds from us to recruit real estate agents that meet the Company Dollar cap for their Market Center (and not for personal, family, or household purposes). || We currently do not intend to sell, assign, transfer, participate, or discount to any third party any promissory note, loan agreement, or other financing document arising under either financing program, although we reserve the right to do so if circumstances change and applicable law permits."
S0930,KFC (Traditional),2025,2026,3,0,-3,support → 0,formal_third_party_financing_program | franchisor_discretionary_loan_guarantee | formal_third_party_financing_program | partial_loan_guarantee,no_financing_involvement,third_party | affiliate,none,"KFCLLC does not offer, directly or indirectly, any arrangements for financing your initial investment or the continuing operation of the Outlet. || KFCLLC will refer licensee candidates to Lender in its sole discretion and Lender will in good faith independently evaluate such candidates || Yum may, but is not obligated to, provide credit support in the form of limited guaranties. || Yum will guaranty for the benefit of Lender up to 33% of the original principal or commitment amount of your franchised business loan (up to a maximum guaranty amount of $5,000,000). || It is not Yum’s general practice or intent to sell or assign the letter agreement.","KFCLLC does not offer, directly or indirectly, any arrangements for financing your initial investment or the continuing operation of the Outlet. || Neither KFCLLC nor its affiliates guarantees your note, lease or other obligation."
S0952,Knights Inn,2025,2026,4,0,-4,support → 0,development_incentive_or_forgivable_loan,no_financing_involvement,franchisor,none,"An “Incentive” is a financial contribution that we make to assist with the development or conversion of your Hotel and will be in an amount that we determine. || It is not our practice or intent to sell, assign or discount to a third party all or part of the Incentive Note || Except for the development incentive program described above, neither we nor our affiliates offer, directly or indirectly, financing arrangements to franchisees nor do we guarantee any note, lease, or other obligations.","We do not offer direct or indirect financing. We do not guarantee your promissory notes, mortgages, leases, or other obligations."
S4823,Koala Insulation,2024,2025,0,2,2,0 → support,no_financing_involvement,initial_fee_deferral | seller_fee_financing,none,franchisor,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation. || Other than as described in this disclosure document, neither we nor our affiliates offer direct or indirect financing to you or guarantees any of your notes, leases or obligations.","Under limited and special circumstances, we may allow for a partial deferral or make optional financing available to qualifying existing franchisees. || we may finance up to 80% of your franchise fee for up to 24 months, provided you sign the Promissory Note ('Note') attached as Exhibit G || We have not in the past and do not currently intend to sell, assign or discount to any third party the Note or any other financing document you sign."
S0961,Krystal Restaurants LLC,2022,2023,1,0,-1,support → 0,passive_sba_directory_access,no_financing_involvement,third_party,none,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation. || We are listed on the Franchise Registry of the Small Business Administration.","We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
U_b9685837,"L & L Franchise, Inc",2017,2018,2,0,-2,support → 0,no_financing_involvement | seller_fee_financing,no_financing_involvement,franchisor | none,none,"We may, in our sole discretion, offer financing to you upon terms as may be mutually agreed upon for the payment of a part of the initial franchise fee for the purchase of an L & L franchise.","Except as noted, we do not offer direct or indirect financing, nor will we guarantee your note, lease or other obligations."
U_4872d732,"Lashkind Franchise, Inc",2023,2024,1,0,-1,support → 0,lender_referral,no_financing_involvement,third_party,none,We do not offer direct or indirect financing. || We may provide names of financing sources upon request. || We do not receive payment from any person for the placement of financing with such person.,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
U_414583cc,"Leading Edge Marketing, Inc",2014,2015,2,4,2,other increase,initial_fee_installment | formal_third_party_financing_program,direct_establishment_cost_loan | initial_fee_installment | formal_third_party_financing_program,franchisor | third_party,franchisor | third_party,"ProSource does not offer any direct or indirect financing to You, except that a portion of Your initial franchise fee is payable in installments || the balance of the initial franchise fee, $12,000 00, IS payable in twelve equal monthly payments of $1,000 00 each || ProSource does not guarantee Your note, lease or other obligations || ProSource has entered into an agreement with a third party lender which gives ProSource franchisees the opportunity to offer financing to such franchisee's customers","offer financing up to $250,000 per Showroom for costs incurred in building out and developing a new ProSource Showroom || If offered, this financing will be on a reimbursement type basis, where the franchisee would pay the various vendors and suppliers for build out and development costs for the new Showroom and ProSource will reimburse the franchisee upon submission of proper documentation || a portion of Your initial franchise fee is payable in installments as follows || ProSource has entered into an agreement with a third party lender which gives ProSource franchisees the opportunity to offer financing to such franchisee's customers || ProSource does not guarantee Your note, lease or other obligations"
S0991,Learning Express,2024,2025,4,3,-1,other decrease,direct_loan | supplier_account_guarantee,supplier_account_guarantee,franchisor | franchisor | third_party,franchisor | franchisor | third_party,"Except for inventory paid by credit card, we may guarantee payment of the initial merchandise inventory to allow you time to establish vendor credit. || On a need basis and at our sole discretion, we may offer to finance up to fifty percent of your opening inventory if you meet our minimum operational experience requirements. || We would be the source of your financing, and the term of the loan would be 84 months.","Except for inventory paid by credit card, we may guarantee payment of the initial merchandise inventory to allow you time to establish vendor credit. || Except as provided below, we do not guarantee any loan, lease or obligation for any franchisee."
U_74ea0954,Ledgers,2023,2024,2,0,-2,support → 0,initial_fee_installment | additional_territory_financing | seller_fee_financing,no_financing_involvement,franchisor,none,"We offer the following financing program: || All or a portion of the Initial Franchise Fee || We may in our sole discretion provide financing to you. || Schedule 4 contains the form of Promissory Note that you must sign for us to extend financing to you. || We do not guarantee your notes, leases, or obligations. || We do not have any past or present practice to sell, assign or discount to any third party, any note, contract or other instrument signed by you, but we reserve the right to do so.","We do not offer, either directly or indirectly, any financing arrangements to you. We do not guarantee your notes, leases or other obligations."
U_2b5decdd,Ledgers - Area Representative,2023,2024,0,2,2,0 → support,no_financing_involvement,seller_fee_financing,none,franchisor,"At this time, we do not offer direct or indirect financing. || We reserve the right to offer financing in the future. || We do not guarantee your note, lease or obligation.","All or a portion of the Initial Franchise Fee || Source of Financing: Us || We do not guarantee your notes, leases, or obligations."
U_578d80c8,Ledgers - Unit,2024,2025,2,0,-2,support → 0,initial_fee_installment | additional_territory_financing,no_financing_involvement,franchisor,none,"Up to 50% of the Initial Franchise Fee || 48 months with repayment due monthly || There is no intent to sell, assign or factor the debt to a third party. || We do not have any past or present practice to sell, assign or discount to any third party, any note, contract or other instrument signed by you, but we reserve the right to do so.","We do not offer, either directly or indirectly, any financing arrangements to you. We do not guarantee your notes, leases or other obligations."
U_578d80c8,Ledgers - Unit,2025,2026,0,2,2,0 → support,no_financing_involvement,seller_fee_financing,none,franchisor,"We do not offer, either directly or indirectly, any financing arrangements to you. We do not guarantee your notes, leases or other obligations.","Item Financed (Note 1) All or a Portion of the Initial Franchise Fee. || Source of Financing (Note 2) Us || We do not guarantee your notes, leases, or obligations."
S0974,LINE-X,2013,2014,1,0,-1,support → 0,lender_referral,no_financing_involvement,third_party,none,We do not offer direct or indirect financing for any amount due under the Franchise Agreement || We do not guarantee your note lease or any other obligation || We may refer you4e-t-h-ird party financing sourses,"We do not offer direct or indirect financing for any amount due under the Franchise Agreement || We do not guarantee your note, lease or any other obligation"
S0974,LINE-X,2016,2017,0,4,4,0 → support,no_financing_involvement,affiliate_direct_loan,none,affiliate,"Neither we, nor our affiliate currently offers, directly or indirectly, any financing arrangements to you. || Neither do we guarantee your note, lease, or any other obligation for a single franchise or area development. || We may assist franchisees in obtaining financing in the future and we may decide to finance certain equipment packages or make other financing arrangements available to you.","LINE-X LLC (our parent) may offer financing to you on the upgraded equipment in an amount up to 100% of the cost of the equipment || The loan will be for a term of 6 months beginning on the date of the Equipment Purchase, Loan and Security Agreement that you will be required to sign with LINE-X LLC, in the form set out in Exhibit M || LINE-X LLC does not intend to sell or assign your loan or note to a third party."
S0974,LINE-X,2021,2022,4,0,-4,support → 0,affiliate_direct_loan | direct_loan,no_financing_involvement,affiliate | franchisor,none,"we may offer financing to you on the upgraded equipment in an amount up to 100% of the cost of the equipment || Equipment Purchase, Loan and Security Agreement that you will be required to sign with us, in the form set out in Exhibit M to this Disclosure Document, which includes a Promissory Note in our favor. || We do not intend to sell or assign your loan or note to a third party. || Other than the above-described financing, we do not offer direct or indirect financing for any amount due under the Franchise Agreement. We do not guarantee your note, lease or any other obligation.","We do not offer you any direct or indirect financing for any amount due under the Franchise Agreement. || We do not guarantee your note, lease, or any other obligation, nor do we receive payment or other consideration for the placing of financing."
U_56ec7046,Liquivida,2023,2024,0,2,2,0 → support,no_financing_involvement,initial_fee_deferral | initial_fee_installment,none,franchisor | affiliate,"We do not offer any direct or indirect financing. || We do not guarantee your loan, lease or obligations.","We, in our sole discretion, may offer financing to new franchisees, based on the following terms: || Item Financed A portion of the Initial Franchise Fee || Source of Financing Us or our Affiliate"
S6270,Little Sunshine's Playhouse,2014,2015,2,4,2,other increase,seller_asset_credit,affiliate_real_estate_sublease,affiliate,affiliate,"Playhouse Development may sublease the premises of your School to you || You must pay monthly rent and other amounts due under the Sublease Agreement in amounts equal to the rent and other amounts due from the tenant under Playhouse Development's lease (the ""Prime Lease"") of the premises from the landlord plus an additional $10,000 annually || We and our affiliates do not intend to sell, assign or discount to a third party all or part of the Sublease Agreement","Our Affiliate, Playhouse Development may sublease the premises of your School to you || You must pay monthly rent and other amounts due under the Sublease Agreement || We and our Affiliates do not intend to sell, assign or discount to a third party all or part of the Sublease Agreement"
S6426,Live Hydration Spa - Area Representative,2022,2023,2,0,-2,support → 0,seller_fee_installment,no_financing_involvement,franchisor,none,"we may permit the Initial Franchise Fee and/or Development Fee to be paid in installments for creditworthy candidates || We do not guarantee your note, lease or other obligation.","We do not offer direct or indirect financing. || We do not guarantee any note, lease, or other obligation on your behalf."
S7087,Loyalty Business Services,2021,2022,2,0,-2,support → 0,initial_fee_installment | additional_territory_financing,additional_territory_financing | initial_fee_installment | no_financing_involvement,franchisor,franchisor | none,"Up to 50% of the Initial Franchise Fee (Note 1) || Source of Financing (Note 2) Us || Period of Repayment 48 months with repayment due monthly || There is no intent to sell, assign or factor the debt to a third party. (Note 4) || We do not have any past or present practice to sell, assign or discount to any third party, any note, contract or other instrument signed by you, but we reserve the right to do so. || We do not guarantee your notes, leases, or obligations.","Up to 50% of the Initial Franchise Fee (Note 1) || Source of Financing (Note 2) Us || 48 months with repayment due monthly || We do not guarantee your notes, leases, or obligations. || We do not have any past or present practice to sell, assign or discount to any third party, any note, contract or other instrument signed by you, but we reserve the right to do so."
U_86e98aee,"Lunchbox Franchise, LLC",2016,2017,1,0,-1,support → 0,passive_sba_directory_access,no_financing_involvement,third_party,none,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or other obligation. || We have been listed on the SBA’s Franchise Registry Program.","We do not offer direct or indirect financing. We do not guarantee your note, lease or other obligation."
S1066,Mad Science,2021,2022,0,2,2,0 → support,no_financing_involvement,initial_fee_installment,none,franchisor,"We and our affiliates do not offer direct or indirect financing. || We and our affiliates do not guarantee your note, lease or obligation.","We may, at our sole and absolute discretion, provide installment payment plans to qualified franchisees for the Franchise Fee. || Any installment plan requires a minimum of a 5% down payment and a term not to exceed 48 months. We do not charge interest for financing."
S1066,Mad Science,2022,2023,2,0,-2,support → 0,initial_fee_installment,no_financing_involvement,franchisor,none,"We may, at our sole and absolute discretion, provide installment payment plans to qualified franchisees for the Franchise Fee. || Any installment plan requires a minimum of a 5% down payment and a term not to exceed 48 months. We do not charge interest for financing.","We and our affiliates do not offer direct or indirect financing. || We and our affiliates do not guarantee your note, lease or obligation."
S3426,Made In the Shade Blinds and More,2023,2024,0,2,2,0 → support,no_financing_involvement,initial_fee_installment,none,franchisor,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation.","We offer financing of the Initial Franchise Fee subject to credit approval. || Source of Financing                     Us || We do not have any past or present practice or intention to sell, assign or discount to any third party, any note, contract or other instrument signed by you."
U_64754fab,"Mai Franchising, LLC",2022,2023,2,4,2,other increase,seller_inventory_or_equipment_credit,seller_inventory_or_equipment_credit | affiliate_equipment_lease | seller_inventory_or_equipment_credit | franchisor_equipment_lease,franchisor | affiliate,franchisor | affiliate,"You may pay for the opening inventory of food items, smallwares, uniforms and supplies that you purchase from us or our affiliate in three monthly installments with interest at an annual rate of eight (8%) percent. || We do not guarantee your note, lease or obligations. || It is not our practice or intent to sell, assign or discount to third parties all or part of financed or deferred amounts.","We do not guarantee your note, lease or obligations. || You may pay for the opening inventory of food items, smallwares, uniforms and supplies that you purchase from us or our affiliate in three monthly installments with interest at an annual rate of eight (8%) percent. || If offered to you, you will be given the opportunity to enter into an equipment lease agreement with us, pursuant to which you will make 12 equal, monthly payments following lease inception in the amount equal to the particular cost of the equipment leased over a 1-year lease term || It is not our practice or intent to sell, assign or discount to third parties all or part of financed or deferred amounts."
U_64754fab,"Mai Franchising, LLC",2024,2025,4,2,-2,other decrease,seller_inventory_or_equipment_credit | affiliate_equipment_lease | seller_inventory_or_equipment_credit | franchisor_equipment_lease,seller_inventory_or_equipment_credit,franchisor | affiliate,franchisor | affiliate,"You may pay for the opening inventory of food items, smallwares, uniforms and supplies that you purchase from us or our affiliate in three monthly installments with interest at an annual rate of eight (8%) percent. || you will be given the opportunity to enter into an equipment lease agreement with us, pursuant to which you will make 12 equal, monthly payments following lease inception in the amount equal to the particular cost of the equipment leased over a 1-year lease term, and upon expiration of the term (and assuming you are not in default under the terms of the lease), you will have the option to acquire the equipment for $1. || It is not our practice or intent to sell, assign or discount to third parties all or part of financed or deferred amounts.","We do not guarantee your note, lease or obligations. || You may pay for the opening inventory of food items, smallwares, uniforms and supplies that you purchase from us or our affiliate in three monthly installments with interest at an annual rate of eight (8%) percent. || It is not our practice or intent to sell, assign or discount to third parties all or part of financed or deferred amounts."
U_7296d2a2,Mai Sushi Bars,2024,2025,4,2,-2,other decrease,seller_inventory_or_equipment_credit | affiliate_equipment_lease,seller_inventory_or_equipment_credit,franchisor | affiliate,franchisor | affiliate,"You may pay for the opening inventory of food items, smallwares, uniforms and supplies that you purchase from us or our affiliate in three monthly installments with interest at an annual rate of eight (8%) percent. || The total payments due under the lease are equivalent to the landed cost of the sushi robot equipment incurred by us (therefore, the total amount financed by you pursuant to this lease is equal to 100% of the cost of the sushi robot equipment; currently, the cost of the most expense piece of equipment that may be subject to this leasing arrangement is $14,800). || We do not guarantee your note, lease or obligations. || It is not our practice or intent to sell, assign or discount to third parties all or part of financed or deferred amounts.","We do not guarantee your note, lease or obligations. || You may pay for the opening inventory of food items, smallwares, uniforms and supplies that you purchase from us or our affiliate in three monthly installments with interest at an annual rate of eight (8%) percent. || It is not our practice or intent to sell, assign or discount to third parties all or part of financed or deferred amounts."
S4222,ManageMowed,2024,2025,4,0,-4,support → 0,affiliate_equipment_lease | franchisor_funded_vehicle_lease,no_financing_involvement,franchisor,none,"We provide a vehicle lease program for our franchisees where you may lease a vehicle that we acquire from Enterprise Fleet Management, Inc. || You will enter into a Vehicle Lease Agreement with us || Other than the Vehicle Lease Program described above, we do not offer direct or indirect financing to franchisees.","We do not offer direct or indirect financing to franchisees. || We will not guarantee your promissory note, lease, or other obligation."
S6475,Manchu Wok,2025,2026,0,3,3,0 → support,no_financing_involvement,seller_store_purchase_financing | lease_guarantee | franchisor_lease_payment_guarantee,none,franchisor | affiliate,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or other obligations.","we or one of our affiliates may provide financing in connection with your purchase of a corporate-owned restaurant sold on an “as-is” basis, or in other limited, one-off circumstances || we may, in our sole discretion, provide a lease guarantee for an approved restaurant site || you will enter into a Sublease with our affiliate using our standard form of Sublease where you pay all monies owing under the Master Lease to our affiliate and the affiliate will pay the property owner || We do not intend to sell, assign or discount to a third party any financing arrangement."
U_9e716c50,Margaritaville Hotels & Resorts,2025,2026,0,4,4,0 → support,no_financing_involvement,direct_establishment_cost_loan,none,franchisor,"We do not offer direct or indirect financing. We do not guarantee your note, lease, or obligation.","occasionally we may offer financial assistance to franchisees developing new Margaritaville Hotels & Resorts or converting existing hotels from other brands to the Hotel System. || The terms of any financial assistance, including amount, interest rate, and repayment terms, will vary widely || We do not guarantee your note, lease, or obligation."
U_f664fbf6,"Matcal, Inc",2015,2016,1,0,-1,support → 0,passive_sba_directory_access,no_financing_involvement,third_party,none,"Neither we nor any agent or affiliate offers direct or indirect financing to you, guarantees any note, lease or obligation of yours, has any practice or intent to sell, assign or discount to a third party all or part of any financing arrangement of yours... || The SBA has approved our Franchise Agreement, which is listed on the SBA Franchise Registry.","Neither we nor any agent or affiliate offers direct or indirect financing to you, guarantees any note, lease or obligation of yours, has any practice or intent to sell, assign or discount to a third party all or part of any financing arrangement of yours, or receives any direct or indirect payments or other consideration from any person for the placement of financing with the lender"
U_d697087c,Mighty Dog Roofing,2023,2024,0,2,2,0 → support,no_financing_involvement,initial_fee_installment | seller_fee_financing,none,franchisor,"We do not offer direct or indirect financing. We will not guarantee your note, lease or other obligations.","We may, in limited circumstances and at our option, but under no circumstances are we obligated to, finance a portion of your Initial Franchise Fee || The Secured Promissory Note obligates you to pay us the amount of your Initial Franchise Fee that we agree to finance, plus interest || We may discount the Secured Promissory Note to a third party"
U_a139a9c2,Mobiledumps,2023,2024,0,2,2,0 → support,no_financing_involvement,promissory_note,none,franchisor,"We do not offer direct or indirect financing. || We will not guarantee your note, lease, or other obligations.","We may, in our sole discretion, provide financing to existing, qualified franchisees (i.e., creditworthy and in good standing with us) for the initial franchise fee for additional franchises. || Source of Financing / Lender          Franchisor || Amount financed                   Remainder of Initial Fee Due (for example, $25,000) || We do not now, but reserve the right to do so in the future, sell, assign or discount to a third party all or part of the financing arrangement"
U_a139a9c2,Mobiledumps,2024,2025,2,0,-2,support → 0,promissory_note,no_financing_involvement,franchisor,none,"We may, in our sole discretion, provide financing to existing, qualified franchisees (i.e., creditworthy and in good standing with us) for the initial franchise fee for additional franchises. || Source of Financing / Lender          Franchisor || Amount financed                   Remainder of Initial Fee Due (for example, $25,000) || We do not now, but reserve the right to do so in the future, sell, assign or discount to a third party all or part of the financing arrangement","We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
S8307,Mold Medics,2022,2023,0,2,2,0 → support,no_financing_involvement,initial_fee_installment,none,franchisor,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation.","We may offer financing of up to the full amount of the Initial Franchise Fee as disclosed in Item 5 to prospects who meet our qualifications, including creditworthiness. || You must sign the Promissory Note attached as Exhibit 6 to the Franchise Agreement. || We may sell, assign or discount the Promissory Note. If we assign the Promissory Note we will not remain primarily obligated under the Note."
S8307,Mold Medics,2025,2026,2,0,-2,support → 0,initial_fee_installment,no_financing_involvement,franchisor,none,"We may offer financing of up to the full amount of the Initial Franchise Fee as disclosed in Item 5 to prospects who meet our qualifications, including creditworthiness. || If you qualify and accept financing from us, you must sign the Promissory Note attached as Exhibit 6 to the Franchise Agreement. || We may sell, assign or discount the Promissory Note.","We offer no financing arrangements to our franchisees. || We do not receive payment or other consideration for the placing of financing. || We do not guaranty any note, lease or obligation you enter into for your Franchised Business."
S1127,Monster Mini Golf,2022,2023,1,0,-1,support → 0,lender_referral_compensation,no_financing_involvement,third_party,none,"We do not offer direct or indirect financing. We do not guarantee your lease or other obligations. || You have the option, but are not required to, seek financing through a third-party lender with whom we have a relationship, Benetrends Financial. || We will receive a $1000 referral fee for each loan Benetrends Financial issues to one of our referred franchisees.",We do not offer direct or indirect financing. || We do not guarantee your lease or other obligations.
S1178,National Property Inspections,2021,2022,1,0,-1,support → 0,lender_referral,no_financing_involvement,third_party,none,"WE may provide you with information about potential sources for financing. || However, we have no written agreements with any financing provider. || No payments will be received by us from any person for the placement of financing with such person.","We and our affiliates do not offer direct or indirect financing. || Neither we nor our affiliate will guarantee your note, lease, or obligation."
S5657,Natural Awakenings,2016,2017,0,2,2,0 → support,no_financing_involvement,seller_fee_financing | promissory_note,none,franchisor,"We do not offer direct or indirect financing to you. || We do not guarantee your note, lease or other obligations to third parties.","We offer direct or indirect financing of up to 50% of the initial fee ($24,750) to you. || NAPC will finance up to 50% of the initial franchise fee ($24,750) over a 3-year period ... using the standard form Promissory Note || NAPC does not discount and sell these notes to a third party."
U_294291b5,"Navis Pack & Ship, Handle With Care Packaging Store and Pak Mail Freight",2022,2023,1,0,-1,support → 0,sba_access_facilitation,no_financing_involvement,third_party,none,"You may be eligible for expedited and streamlined SBA loan processing. || Neither we nor any agent or affiliate offers direct or indirect financing to you or guarantees any of your notes, leases or obligations.","Neither we nor any agent or affiliate offers direct or indirect financing to you or guarantees any of your notes, leases or obligations. || You may be eligible for expedited and streamlined SBA loan processing."
U_294291b5,"Navis Pack & Ship, Handle With Care Packaging Store and Pak Mail Freight",2025,2026,0,1,1,0 → support,no_financing_involvement,passive_sba_directory_access,none,third_party,"Neither we nor any agent or affiliate offers direct or indirect financing to you or guarantees any of your notes, leases or obligations.","Neither we nor any agent or affiliate offers direct or indirect financing to you or guarantees any of your notes, leases or obligations. || You may be eligible for expedited and streamlined SBA loan processing through the SBA's Franchise Registry Program, www.franchiseregistry.com."
S4790,Network In Action,2017,2018,0,2,2,0 → support,no_financing_involvement,initial_fee_installment,none,franchisor,"We do not offer direct or indirect financing. || We do not guarantee your notes, leases or other obligations.","If we choose to extend financing to you, it will be limited to 90% of your Franchise Fee. || We will act as your lender. || The promissory note you will be required to sign is included as Exhibit J to this Disclosure Document. || We are free to sell, assign or discount these promissory notes to third parties."
S4790,Network In Action,2021,2022,0,2,2,0 → support,no_financing_involvement,seller_fee_financing,none,franchisor,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation.","If we choose to extend financing to you, it will be limited to 90% of your Franchise Fee. || We will act as your lender and you will be required to sign a promissory note. || we reserve the right to do so. In the event we sell, assign or discount the promissory note to a third party, you may lose all of your defenses against us, as a result."
U_7996db0a,Novus Global,2024,2025,0,1,1,0 → support,no_financing_involvement,formal_third_party_financing_program,none,third_party,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation.","Our affiliate, The Institute for Meta Performance, LLC (the “Institute”), offers indirect financing for the Foundations Training portion of the Initial Training Program to franchisees through a third-party finance company. || Identity of lender and relationship to us: A third-party finance company. The Institute is not affiliated with and has no control over the lender. || We do not guarantee your note, lease or obligation."
U_00a5cdc4,"NPM Franchising, LLC",2021,2022,0,2,2,0 → support,no_financing_involvement,initial_fee_installment,none,franchisor,We do not provide direct or indirect financing and do not assist in providing financing for you. || We do not guarantee any notes or financial obligations.,"If you meet our credit standards, we offer financing to you for the Initial Franchise Fees for multiple franchises purchased simultaneously as described in the second option, below || 70% of the collective total of the Initial Franchise Fees upon signing the Franchise Agreements and the balance of the Initial Franchise Fees paid in installments as follows || These obligations would be represented by a promissory note in the form attached to the Multiple Franchise Purchase Addendum"
S1212,Oasis Senior Advisors,2023,2024,0,4,4,0 → support,no_financing_involvement,affiliate_direct_loan,none,affiliate,"Neither we nor any affiliate offers direct or indirect financing to you, guarantees any note, lease or obligation of yours, or has any practice or intent to sell, assign or discount to a third party all or part of any financing arrangement of yours.","Elderlife may agree to provide a loan to your owner(s) to finance all or a portion of your Initial Franchise Fee and BASF over a 36 to 60 month period || We do not receive any direct or indirect payments from Elderlife for this financing program. || Except as disclosed in this Item 10, we do not offer any direct or indirect financing. We do not guarantee your note, lease or obligation."
U_49f0ff41,Office Pride,2024,2025,2,0,-2,support → 0,seller_fee_installment,no_financing_involvement,franchisor | third_party,none,"we or an Area Developer may, but are not required to, finance 50% of the initial franchise fee || The financed amount of the initial franchise fee is evidenced by a Promissory Note || We may sell, assign or discount all or part of your Promissory Note. || We do not guaranty any note, lease or other obligation of our franchisees.","We do not offer any direct or indirect financing. || We do not guarantee your note, lease or other obligation."
S1222,Options for Senior America,2025,2026,1,0,-1,support → 0,third_party_lender_introduction,no_financing_involvement,third_party,none,"We do not offer you, directly or indirectly, any financing arrangements. || Upon your request, we can introduce you to our financial institution, PNC Bank, who has agreed to facilitate to our franchisees the process of applying for a business loan. || We do not guarantee that you will be approved for financing. If you are approved for financing, we cannot guarantee your note, lease, or any other obligation that you may have.","We do not offer direct or indirect financing. We do not guarantee your note, lease or obligation."
S1224,ORANGETHEORY,2024,2025,0,1,1,0 → support,no_financing_involvement,third_party_equipment_leasing,none,third_party,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligations.","We do not generally offer, directly or indirectly, any financing to you to help you establish your business. || We have entered into an agreement with Ascentium Capital, a division of Regions Bank (“Ascentium”), under which Ascentium will offer lease financing to our Franchisees who meet Ascentium’s credit requirements to cover the cost of treadmills || We do not guarantee any note, lease or other obligation you incur."
S8618,Osmow's,2023,2024,4,3,-1,other decrease,third_party_equipment_leasing | franchisor_real_estate_sublease,third_party_equipment_leasing | franchisor_lease_payment_guarantee,franchisor | third_party,franchisor | third_party | third_party | franchisor,"We have arranged for a Restaurant equipment financing program for our franchisees with Econolease Financial Services, which you may be eligible for. || Neither we nor any affiliate or agent receives any direct or indirect consideration for placing financing with this lender. || In our sole discretion, we may enter into the Head Lease for the Restaurant premises with the landlord. || If we do enter into the Head Lease, you will enter into a Sublease for the restaurant location with us.","We have arranged for a Restaurant equipment financing program for our franchisees with Econolease Financial Services... Neither we nor any affiliate or agent receives any direct or indirect consideration for placing financing with this lender. || In our sole discretion, we may enter into the Head Lease for the Restaurant premises with the landlord. The landlord is usually unrelated to us. If we do enter into the Head Lease, you will enter into a Sublease for the restaurant location with us. You must pay rent to us or any one we direct. || If you default under the provisions of the Head Lease, we may terminate the Sublease on written notice and/or re-enter and repossess the premises without notice. You must indemnify us for all taxes and other government assessments and all costs arising under the Head Lease."
